Gender,Age,Game,other,Hours
male,16-20,WoW,,22
male,21-25,WoW,,22
male,21-25,WoW,,22
male,36-40,WoW,,22
male,40,WoW,,22
male,21-25,WoW,,23
male,21-25,WoW,,23
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,16-20,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
female,21-25,WoW,,24
male,21-25,WoW,,24
male,21-25,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,26-30,WoW,,24
male,31-35,WoW,,24
male,31-35,WoW,,24
female,31-35,WoW,,24
male,31-35,WoW,,24
female,36-40,WoW,,24
male,36-40,WoW,,24
male,36-40,WoW,,24
male,36-40,WoW,,24
male,36-40,WoW,,24
male,36-40,WoW,,24
male,41-45,WoW,,24
male,41-45,WoW,,24
male,46-50,WoW,,24
female,56-60,WoW,,24
male,16,WoW,,25
male,16,WoW,,25
male,16,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,16-20,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
female,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,21-25,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
female,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
female,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
male,26-30,WoW,,25
female,31-35,WoW,,25
male,31-35,WoW,,25
male,31-35,WoW,,25
female,31-35,WoW,,25
male,31-35,WoW,,25
female,31-35,WoW,,25
male,31-35,WoW,,25
male,31-35,WoW,coh,25
male,31-35,WoW,,25
male,31-35,WoW,,25
female,31-35,WoW,,25
female,31-35,WoW,,25
female,31-35,WoW,,25
female,31-35,WoW,,25
male,31-35,WoW,,25
male,31-35,WoW,,25
male,31-35,WoW,,25
female,31-35,WoW,,25
female,31-35,WoW,,25
male,31-35,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
male,36-40,WoW,,25
